normalized_name	concept_id	display_name
pressure injury of sacral region of back (disorder)	225562005	Pressure injury of sacral region of back (disorder)
preterm infant less than 37 completed weeks gestation (finding)	1371409000	Preterm infant less than 37 completed weeks gestation (finding)
preterm premature rupture of membranes (disorder)	312974005	Preterm premature rupture of membranes (disorder)
pretransplant evaluation of donor (procedure)	444598000	Pretransplant evaluation of donor (procedure)
preventive patient evaluation (procedure)	108224003	Preventive patient evaluation (procedure)
prickly heat (disorder)	72658003	Prickly heat (disorder)
primary angle-closure glaucoma (disorder)	392288006	Primary angle-closure glaucoma (disorder)
primary bacterial peritonitis (disorder)	11836002	Primary bacterial peritonitis (disorder)
primary biliary cholangitis (disorder)	31712002	Primary biliary cholangitis (disorder)
primary carcinoma of liver (disorder)	187769009	Primary carcinoma of liver (disorder)
primary cardiomyopathy (disorder)	89461002	Primary cardiomyopathy (disorder)
primary chronic pseudo-obstruction of colon (disorder)	35065006	Primary chronic pseudo-obstruction of colon (disorder)
primary combined hyperlipidemia (disorder)	238088006	Primary combined hyperlipidemia (disorder)
primary cutaneous t-cell lymphoma (disorder)	400122007	Primary cutaneous T-cell lymphoma (disorder)
primary degenerative dementia of the alzheimer type, presenile onset, uncomplicated (disorder)	6475002	Primary degenerative dementia of the Alzheimer type, presenile onset, uncomplicated (disorder)
primary degenerative dementia of the alzheimer type, senile onset (disorder)	416975007	Primary degenerative dementia of the Alzheimer type, senile onset (disorder)
primary degenerative dementia of the alzheimer type, senile onset, uncomplicated (disorder)	66108005	Primary degenerative dementia of the Alzheimer type, senile onset, uncomplicated (disorder)
primary female infertility (disorder)	5084002	Primary female infertility (disorder)
primary focal hyperhidrosis (disorder)	427794001	Primary focal hyperhidrosis (disorder)
primary gout (disorder)	24595009	Primary gout (disorder)
primary hyperaldosteronism (disorder)	190507007	Primary hyperaldosteronism (disorder)
primary hyperoxaluria (disorder)	17901006	Primary hyperoxaluria (disorder)
primary hyperparathyroidism (disorder)	36348003	Primary hyperparathyroidism (disorder)
primary idiopathic dilated cardiomyopathy (disorder)	53043001	Primary idiopathic dilated cardiomyopathy (disorder)
primary insomnia (disorder)	3972004	Primary insomnia (disorder)
primary localized osteoarthrosis of pelvic region (disorder)	77994009	Primary localized osteoarthrosis of pelvic region (disorder)
primary malignant neoplasm of bone (disorder)	93725000	Primary malignant neoplasm of bone (disorder)
primary malignant neoplasm of female genital organ (disorder)	93797001	Primary malignant neoplasm of female genital organ (disorder)
primary malignant neoplasm of liver (disorder)	95214007	Primary malignant neoplasm of liver (disorder)
primary malignant neoplasm of lung (disorder)	93880001	Primary malignant neoplasm of lung (disorder)
primary malignant neoplasm of ovary (disorder)	93934004	Primary malignant neoplasm of ovary (disorder)
primary malignant neoplasm of pancreas (disorder)	372003004	Primary malignant neoplasm of pancreas (disorder)
primary malignant neoplasm of peritoneum (disorder)	372016004	Primary malignant neoplasm of peritoneum (disorder)
primary malignant neoplasm of prostate (disorder)	93974005	Primary malignant neoplasm of prostate (disorder)
primary malignant neoplasm of rectosigmoid junction (disorder)	93980002	Primary malignant neoplasm of rectosigmoid junction (disorder)
primary malignant neoplasm of skin of face (disorder)	94022001	Primary malignant neoplasm of skin of face (disorder)
primary malignant neoplasm of skin of scalp (disorder)	94038007	Primary malignant neoplasm of skin of scalp (disorder)
primary malignant neoplasm of soft tissues (disorder)	372010005	Primary malignant neoplasm of soft tissues (disorder)
primary malignant neoplasm of soft tissues of lower limb (disorder)	94057003	Primary malignant neoplasm of soft tissues of lower limb (disorder)
primary malignant neoplasm of thyroid gland (disorder)	94098005	Primary malignant neoplasm of thyroid gland (disorder)
primary myelofibrosis (disorder)	307651005	Primary myelofibrosis (disorder)
primary open angle glaucoma (disorder)	77075001	Primary open angle glaucoma (disorder)
primary open reduction and internal fixation of proximal femoral fracture with screw/nail and plate device (procedure)	265132005	Primary open reduction and internal fixation of proximal femoral fracture with screw/nail and plate device (procedure)
primary sclerosing cholangitis (disorder)	197441003	Primary sclerosing cholangitis (disorder)
primary testicular failure (disorder)	370997001	Primary testicular failure (disorder)
primate erythroparvovirus 1 infection (disorder)	34730008	Primate erythroparvovirus 1 infection (disorder)
primigravida (finding)	127364007	Primigravida (finding)
prinzmetal angina (disorder)	87343002	Prinzmetal angina (disorder)
problem behavior (finding)	277843001	Problem behavior (finding)
problem situation relating to social and personal history (finding)	271437004	Problem situation relating to social and personal history (finding)
problematic behavior in children (finding)	248036002	Problematic behavior in children (finding)
procedure declined (situation)	1296859006	Procedure declined (situation)
procedure on endocrine system (procedure)	118681009	Procedure on endocrine system (procedure)
procedure on heart (procedure)	118797008	Procedure on heart (procedure)
procedure on wound (procedure)	442460002	Procedure on wound (procedure)
procedure related to management of drug administration (procedure)	182832007	Procedure related to management of drug administration (procedure)
proctitis (disorder)	3951002	Proctitis (disorder)
productive cough (finding)	28743005	Productive cough (finding)
profound intellectual disability (disorder)	31216003	Profound intellectual disability (disorder)
progressive angina (disorder)	371806006	Progressive angina (disorder)
progressive supranuclear ophthalmoplegia (disorder)	28978003	Progressive supranuclear ophthalmoplegia (disorder)
prolactinoma (disorder)	134209002	Prolactinoma (disorder)
prolapse of female genital organs (disorder)	73998008	Prolapse of female genital organs (disorder)
prolapse of vaginal vault after hysterectomy (disorder)	42116007	Prolapse of vaginal vault after hysterectomy (disorder)
prolapsed cervical intervertebral disc (disorder)	240215009	Prolapsed cervical intervertebral disc (disorder)
prolapsed internal hemorrhoids (disorder)	80426004	Prolapsed internal hemorrhoids (disorder)
prolapsed lumbar intervertebral disc (disorder)	202708005	Prolapsed lumbar intervertebral disc (disorder)
proliferative retinopathy due to diabetes mellitus (disorder)	59276001	Proliferative retinopathy due to diabetes mellitus (disorder)
prolonged depressive adjustment reaction (disorder)	192049004	Prolonged depressive adjustment reaction (disorder)
prolonged pregnancy (disorder)	90968009	Prolonged pregnancy (disorder)
prolonged qt interval (finding)	111975006	Prolonged QT interval (finding)
prolonged rupture of membranes (disorder)	12729009	Prolonged rupture of membranes (disorder)
prolonged second stage of labor (disorder)	77259008	Prolonged second stage of labor (disorder)
prophylactic immunotherapy (procedure)	444813003	Prophylactic immunotherapy (procedure)
prostate mass (finding)	309089006	Prostate mass (finding)
prostate specific antigen above reference range (finding)	396152005	Prostate specific antigen above reference range (finding)
prostate specific antigen outside reference range (finding)	166160000	Prostate specific antigen outside reference range (finding)
prostatectomy (procedure)	90470006	Prostatectomy (procedure)
prostatic intraepithelial neoplasia (disorder)	254901000	Prostatic intraepithelial neoplasia (disorder)
prostatism (disorder)	11441004	Prostatism (disorder)
prostatitis (disorder)	9713002	Prostatitis (disorder)
prosthetic arthroplasty of hip (procedure)	398010007	Prosthetic arthroplasty of hip (procedure)
prosthetic joint dislocation (disorder)	213082003	Prosthetic joint dislocation (disorder)
prosthetic joint infection (disorder)	213121005	Prosthetic joint infection (disorder)
prosthetic total arthroplasty of knee joint (procedure)	609588000	Prosthetic total arthroplasty of knee joint (procedure)
prosthetic total arthroplasty of shoulder joint (procedure)	42262007	Prosthetic total arthroplasty of shoulder joint (procedure)
protein s deficiency disease (disorder)	1563006	Protein S deficiency disease (disorder)
proteinuria (finding)	29738008	Proteinuria (finding)
proximal muscle weakness (finding)	249939004	Proximal muscle weakness (finding)
prurigo nodularis (disorder)	63501000	Prurigo nodularis (disorder)
prurigo simplex (disorder)	55608001	Prurigo simplex (disorder)
pruritic disorder (disorder)	279333002	Pruritic disorder (disorder)
pruritic rash (disorder)	64144002	Pruritic rash (disorder)
pruritic scalp dermatosis (disorder)	402695008	Pruritic scalp dermatosis (disorder)
pruritus ani (disorder)	90446007	Pruritus ani (disorder)
pruritus of genital organs (disorder)	267802000	Pruritus of genital organs (disorder)
pruritus of vagina (disorder)	34363003	Pruritus of vagina (disorder)
pruritus of vulva (disorder)	67882000	Pruritus of vulva (disorder)
pseudo-obstruction of intestine (disorder)	235825006	Pseudo-obstruction of intestine (disorder)
pseudoaneurysm (disorder)	443089001	Pseudoaneurysm (disorder)
pseudoaneurysm (morphologic abnormality)	22036004	Pseudoaneurysm (morphologic abnormality)
pseudocyst of pancreas (disorder)	111374002	Pseudocyst of pancreas (disorder)
pseudoexfoliation glaucoma (disorder)	111514006	Pseudoexfoliation glaucoma (disorder)
pseudoexfoliation of lens capsule (disorder)	44219007	Pseudoexfoliation of lens capsule (disorder)
pseudofolliculitis barbae (disorder)	399205006	Pseudofolliculitis barbae (disorder)
pseudohypoparathyroidism (disorder)	58976002	Pseudohypoparathyroidism (disorder)
pseudomyxoma peritonei (disorder)	307601000	Pseudomyxoma peritonei (disorder)
pseudophakic intraocular lens present (finding)	95217000	Pseudophakic intraocular lens present (finding)
pseudostrabismus (disorder)	313157004	Pseudostrabismus (disorder)
psoriasiform eczema (disorder)	238564003	Psoriasiform eczema (disorder)
psoriasis (disorder)	9014002	Psoriasis (disorder)
psoriasis with eczema (disorder)	238602009	Psoriasis with eczema (disorder)
psoriatic arthritis (disorder)	156370009	Psoriatic arthritis (disorder)
psychalgia (finding)	8971008	Psychalgia (finding)
psychiatric interview and evaluation (procedure)	10197000	Psychiatric interview and evaluation (procedure)
psychoactive substance dependence (disorder)	2403008	Psychoactive substance dependence (disorder)
psychogenic feeding disorder of infancy and childhood (disorder)	192630004	Psychogenic feeding disorder of infancy and childhood (disorder)
psychogenic hyperventilation (disorder)	191956005	Psychogenic hyperventilation (disorder)
psychophysiologic insomnia (disorder)	425832009	Psychophysiologic insomnia (disorder)
psychosexual dysfunction (finding)	268637002	Psychosexual dysfunction (finding)
psychosis caused by ethanol (disorder)	1231846001	Psychosis caused by ethanol (disorder)
psychostimulant dependence in remission (disorder)	1231331002	Psychostimulant dependence in remission (disorder)
psychotic disorder (disorder)	69322001	Psychotic disorder (disorder)
pterygium (disorder)	77489003	Pterygium (disorder)
ptosis of eyebrow (finding)	246813002	Ptosis of eyebrow (finding)
ptosis of eyelid (disorder)	11934000	Ptosis of eyelid (disorder)
puerperal pyrexia (disorder)	237348005	Puerperal pyrexia (disorder)
pulmonary artery stenosis (disorder)	95441000	Pulmonary artery stenosis (disorder)
pulmonary aspiration (finding)	68052005	Pulmonary aspiration (finding)
pulmonary congestion (disorder)	67599009	Pulmonary congestion (disorder)
pulmonary edema (disorder)	19242006	Pulmonary edema (disorder)
pulmonary embolism (disorder)	59282003	Pulmonary embolism (disorder)
pulmonary emphysema (disorder)	87433001	Pulmonary emphysema (disorder)
pulmonary emphysema in alpha-1 primary immunodeficiency deficiency (disorder)	233674008	Pulmonary emphysema in alpha-1 primary immunodeficiency deficiency (disorder)
pulmonary hypertension (disorder)	70995007	Pulmonary hypertension (disorder)
pulmonary sarcoidosis (disorder)	24369008	Pulmonary sarcoidosis (disorder)
pulmonary stenosis, non-rheumatic (disorder)	194997002	Pulmonary stenosis, non-rheumatic (disorder)
pulmonary tuberculosis (disorder)	154283005	Pulmonary tuberculosis (disorder)
pulmonic valve regurgitation (disorder)	91434003	Pulmonic valve regurgitation (disorder)
punctate keratitis (disorder)	42513006	Punctate keratitis (disorder)
puncture wound - injury (disorder)	312609001	Puncture wound - injury (disorder)
puncture wound of skin (disorder)	283497000	Puncture wound of skin (disorder)
pure hypercholesterolemia (disorder)	267432004	Pure hypercholesterolemia (disorder)
pure hyperglyceridemia (disorder)	267433009	Pure hyperglyceridemia (disorder)
pure red cell aplasia (disorder)	50715003	Pure red cell aplasia (disorder)
purpuric disorder (disorder)	387778001	Purpuric disorder (disorder)
purulent rhinitis (disorder)	8442000	Purulent rhinitis (disorder)
pustule (disorder)	271760008	Pustule (disorder)
pyelonephritis (disorder)	45816000	Pyelonephritis (disorder)
pyloric stenosis (disorder)	367403001	Pyloric stenosis (disorder)
pyoderma (disorder)	70759006	Pyoderma (disorder)
pyogenic granuloma (disorder)	200722003	Pyogenic granuloma (disorder)
pyogenic granuloma of skin (disorder)	39629007	Pyogenic granuloma of skin (disorder)
pyometra (disorder)	88981003	Pyometra (disorder)
pyonephrosis (disorder)	48631008	Pyonephrosis (disorder)
pyosalpinx (disorder)	397810006	Pyosalpinx (disorder)
pyrexia of unknown origin (finding)	7520000	Pyrexia of unknown origin (finding)
pyuria (finding)	4800001	Pyuria (finding)
quadriparesis (disorder)	91327001	Quadriparesis (disorder)
quadriplegia (disorder)	11538006	Quadriplegia (disorder)
quadriplegic cerebral palsy (disorder)	48721008	Quadriplegic cerebral palsy (disorder)
radial neuropathy (disorder)	16644004	Radial neuropathy (disorder)
radial polydactyly (disorder)	205135003	Radial polydactyly (disorder)
radial styloid tenosynovitis (disorder)	21794005	Radial styloid tenosynovitis (disorder)
radiation proctitis (disorder)	235760009	Radiation proctitis (disorder)
radical mastectomy of left breast (procedure)	726429001	Radical mastectomy of left breast (procedure)
radical mastectomy of right breast (procedure)	726430006	Radical mastectomy of right breast (procedure)
radical perineal prostatectomy (procedure)	8782006	Radical perineal prostatectomy (procedure)
radical prostatectomy (procedure)	26294005	Radical prostatectomy (procedure)
radical retropubic prostatectomy (procedure)	65551008	Radical retropubic prostatectomy (procedure)
radiofrequency ablation operation for arrhythmia (procedure)	233163003	Radiofrequency ablation operation for arrhythmia (procedure)
radiographic imaging procedure (procedure)	363680008	Radiographic imaging procedure (procedure)
radiologic infiltrate of lung (disorder)	409609008	Radiologic infiltrate of lung (disorder)
radiology result abnormal (finding)	168501001	Radiology result abnormal (finding)
radionuclide therapy for hyperthyroidism (procedure)	64978007	Radionuclide therapy for hyperthyroidism (procedure)
range of joint movement increased (finding)	298181000	Range of joint movement increased (finding)
rapid atrial fibrillation (disorder)	314208002	Rapid atrial fibrillation (disorder)
rapid eye movement sleep behavior disorder (disorder)	415238003	Rapid eye movement sleep behavior disorder (disorder)
raynaud's disease (disorder)	195295006	Raynaud's disease (disorder)
raynaud's phenomenon (finding)	266261006	Raynaud's phenomenon (finding)
re-entrant atrioventricular node tachycardia (disorder)	233896004	Re-entrant atrioventricular node tachycardia (disorder)
reactive airways dysfunction syndrome (disorder)	371088008	Reactive airways dysfunction syndrome (disorder)
reactive depression (situational) (disorder)	87414006	Reactive depression (situational) (disorder)
reactive hypoglycemia (disorder)	317006	Reactive hypoglycemia (disorder)
reconstruction of anterior cruciate ligament of knee joint (procedure)	239431009	Reconstruction of anterior cruciate ligament of knee joint (procedure)
reconstruction of breast (procedure)	33496007	Reconstruction of breast (procedure)
reconstruction procedure (procedure)	122465003	Reconstruction procedure (procedure)
rectal abscess (disorder)	197166005	Rectal abscess (disorder)
rectal hemorrhage (disorder)	12063002	Rectal hemorrhage (disorder)
rectal mass (finding)	248523006	Rectal mass (finding)
rectal pain (finding)	77880009	Rectal pain (finding)
rectal polyp (disorder)	39772007	Rectal polyp (disorder)
rectal prolapse (disorder)	57773001	Rectal prolapse (disorder)
rectovaginal fistula (disorder)	65619001	Rectovaginal fistula (disorder)
recurrent acute otitis media (disorder)	194287004	Recurrent acute otitis media (disorder)
recurrent acute tonsillitis (disorder)	195677001	Recurrent acute tonsillitis (disorder)
recurrent bacterial infection (disorder)	428875002	Recurrent bacterial infection (disorder)
recurrent brief depressive disorder (disorder)	40568001	Recurrent brief depressive disorder (disorder)
recurrent bronchiectasis (disorder)	195984007	Recurrent bronchiectasis (disorder)
recurrent cholangitis (disorder)	10184002	Recurrent cholangitis (disorder)
recurrent cystitis (disorder)	197853008	Recurrent cystitis (disorder)
recurrent depression (disorder)	191616006	Recurrent depression (disorder)
recurrent dislocation of shoulder region (disorder)	30556007	Recurrent dislocation of shoulder region (disorder)
recurrent erosion of cornea (disorder)	2055003	Recurrent erosion of cornea (disorder)
recurrent falls (finding)	279992002	Recurrent falls (finding)
recurrent genital herpes simplex (disorder)	402894005	Recurrent genital herpes simplex (disorder)
recurrent herpes simplex (disorder)	37323009	Recurrent herpes simplex (disorder)
recurrent left inguinal hernia (disorder)	767678008	Recurrent left inguinal hernia (disorder)
recurrent major depression (disorder)	66344007	Recurrent major depression (disorder)
recurrent major depression in full remission (disorder)	46244001	Recurrent major depression in full remission (disorder)
recurrent major depression in partial remission (disorder)	33135002	Recurrent major depression in partial remission (disorder)
recurrent major depression in remission (disorder)	68019004	Recurrent major depression in remission (disorder)
recurrent major depressive episodes (disorder)	268621008	Recurrent major depressive episodes (disorder)
recurrent miscarriage (disorder)	102878001	Recurrent miscarriage (disorder)
recurrent pterygium (disorder)	73181007	Recurrent pterygium (disorder)
recurrent pulmonary embolism (disorder)	438773007	Recurrent pulmonary embolism (disorder)
recurrent pyogenic cholangitis (disorder)	65001009	Recurrent pyogenic cholangitis (disorder)
recurrent right inguinal hernia (disorder)	767679000	Recurrent right inguinal hernia (disorder)
recurrent sinusitis (disorder)	195788001	Recurrent sinusitis (disorder)
recurrent subluxation of the patella (disorder)	202248001	Recurrent subluxation of the patella (disorder)
recurrent ulcer of mouth (disorder)	723177002	Recurrent ulcer of mouth (disorder)
recurrent urinary tract infection (disorder)	197927001	Recurrent urinary tract infection (disorder)
red eye (finding)	703630003	Red eye (finding)
redness of throat (finding)	126662008	Redness of throat (finding)
reduced fetal movement (finding)	276369006	Reduced fetal movement (finding)
reduced libido (finding)	8357008	Reduced libido (finding)
reduced visual acuity (finding)	13164000	Reduced visual acuity (finding)
reduction mammoplasty (procedure)	59214008	Reduction mammoplasty (procedure)
reduction plasty of bilateral breasts (procedure)	265250008	Reduction plasty of bilateral breasts (procedure)
redundant prepuce (disorder)	39526006	Redundant prepuce (disorder)
redundant prepuce and phimosis (disorder)	266570005	Redundant prepuce and phimosis (disorder)
refractive amblyopia (disorder)	90927000	Refractive amblyopia (disorder)
refractory migraine with aura (disorder)	423683008	Refractory migraine with aura (disorder)
refractory migraine without aura (disorder)	423279000	Refractory migraine without aura (disorder)
regional ileocolitis (disorder)	196983007	Regional ileocolitis (disorder)
regional lymph node metastasis present (finding)	399374009	Regional lymph node metastasis present (finding)
regular astigmatism (disorder)	68905002	Regular astigmatism (disorder)
rehabilitation therapy (regime/therapy)	52052004	Rehabilitation therapy (regime/therapy)
rehabilitation therapy management (procedure)	410083007	Rehabilitation therapy management (procedure)
relapsing polychondritis (disorder)	72275000	Relapsing polychondritis (disorder)
relapsing remitting multiple sclerosis (disorder)	426373005	Relapsing remitting multiple sclerosis (disorder)
relationship counseling (procedure)	313085000	Relationship counseling (procedure)
relationship problem (finding)	160822004	Relationship problem (finding)
relaxation of pelvic floor (disorder)	444599008	Relaxation of pelvic floor (disorder)
release for de quervain's tenosynovitis of hand (procedure)	3713005	Release for de Quervain's tenosynovitis of hand (procedure)
removal of acoustic neuroma (procedure)	300009002	Removal of acoustic neuroma (procedure)
removal of bone screw from bone (procedure)	285663000	Removal of bone screw from bone (procedure)
removal of ear wax (procedure)	385904005	Removal of ear wax (procedure)
removal of foreign body (procedure)	10849003	Removal of foreign body (procedure)
removal of internal fixation device (procedure)	72010008	Removal of internal fixation device (procedure)
removal of intrauterine contraceptive device (procedure)	1263416007	Removal of intrauterine contraceptive device (procedure)
removal of ovarian cyst (procedure)	387740003	Removal of ovarian cyst (procedure)
removal of plate from bone (procedure)	285662005	Removal of plate from bone (procedure)
removal of staples (procedure)	35963001	Removal of staples (procedure)
removal of suture (procedure)	30549001	Removal of suture (procedure)
removal of ureteral stent (procedure)	178728009	Removal of ureteral stent (procedure)
renal artery occlusion (disorder)	236488005	Renal artery occlusion (disorder)
renal artery stenosis (disorder)	302233006	Renal artery stenosis (disorder)
renal colic (finding)	7093002	Renal colic (finding)
renal dialysis (procedure)	265764009	Renal dialysis (procedure)
renal disease in pregnancy and/or puerperium without hypertension (disorder)	75150001	Renal disease in pregnancy AND/OR puerperium without hypertension (disorder)
renal disorder due to type 1 diabetes mellitus (disorder)	421893009	Renal disorder due to type 1 diabetes mellitus (disorder)
renal disorder due to type 2 diabetes mellitus (disorder)	420279001	Renal disorder due to type 2 diabetes mellitus (disorder)
renal failure syndrome (disorder)	42399005	Renal failure syndrome (disorder)
renal function tests outside reference range (finding)	167180005	Renal function tests outside reference range (finding)
renal hypertension (disorder)	28119000	Renal hypertension (disorder)
renal impairment (disorder)	236423003	Renal impairment (disorder)
renal mass (finding)	309088003	Renal mass (finding)
renal osteodystrophy (disorder)	16726004	Renal osteodystrophy (disorder)
renal transplant rejection (disorder)	236570004	Renal transplant rejection (disorder)
renal tubular acidosis (disorder)	1776003	Renal tubular acidosis (disorder)
renewal of prescription (procedure)	103742009	Renewal of prescription (procedure)
renovascular hypertension (disorder)	123799005	Renovascular hypertension (disorder)
repair of aneurysm of abdominal aorta (procedure)	405525004	Repair of aneurysm of abdominal aorta (procedure)
repair of aneurysm of abdominal aorta with graft (procedure)	21574003	Repair of aneurysm of abdominal aorta with graft (procedure)
repair of aortic valve with tissue graft (procedure)	52247003	Repair of aortic valve with tissue graft (procedure)
repair of bilateral inguinal hernias (procedure)	177866001	Repair of bilateral inguinal hernias (procedure)
repair of coarctation of aorta (procedure)	274022008	Repair of coarctation of aorta (procedure)
repair of complete shoulder cuff avulsion, chronic (procedure)	12660003	Repair of complete shoulder cuff avulsion, chronic (procedure)
repair of inguinal hernia (procedure)	44558001	Repair of inguinal hernia (procedure)
repair of middle ear (procedure)	386556002	Repair of middle ear (procedure)
repair of musculotendinous cuff of shoulder (procedure)	56060000	Repair of musculotendinous cuff of shoulder (procedure)
repair of paraesophageal diaphragmatic hernia (procedure)	359908007	Repair of paraesophageal diaphragmatic hernia (procedure)
repair of reducible inguinal hernia (procedure)	429653007	Repair of reducible inguinal hernia (procedure)
repair of retina for retinal detachment (procedure)	8920006	Repair of retina for retinal detachment (procedure)
repair of rotator cuff by suture (procedure)	61774002	Repair of rotator cuff by suture (procedure)
repair of ruptured supraspinatus tendon, acute (procedure)	59213002	Repair of ruptured supraspinatus tendon, acute (procedure)
repair of ruptured supraspinatus tendon, chronic (procedure)	66692001	Repair of ruptured supraspinatus tendon, chronic (procedure)
repair of sliding inguinal hernia (procedure)	56062008	Repair of sliding inguinal hernia (procedure)
repair of tricuspid valve (procedure)	384643000	Repair of tricuspid valve (procedure)
repair of umbilical hernia (procedure)	44946007	Repair of umbilical hernia (procedure)
repair of ventral hernia (procedure)	238192002	Repair of ventral hernia (procedure)
repeat prescription card duplicate issue (finding)	184238003	Repeat prescription card duplicate issue (finding)
repetitive motion disorder (disorder)	788465007	Repetitive motion disorder (disorder)
replacement of aortic valve (procedure)	26212005	Replacement of aortic valve (procedure)
replacement of aortic valve with mechanical valve prosthesis (procedure)	174929002	Replacement of aortic valve with mechanical valve prosthesis (procedure)
replacement of contraceptive intrauterine device (procedure)	46706006	Replacement of contraceptive intrauterine device (procedure)
replacement of heart valve (procedure)	34068001	Replacement of heart valve (procedure)
replacement of heart valve with prosthesis (procedure)	307279007	Replacement of heart valve with prosthesis (procedure)
replacement of mitral valve (procedure)	53059001	Replacement of mitral valve (procedure)
replacement of mitral valve with tissue graft (procedure)	50216001	Replacement of mitral valve with tissue graft (procedure)
replacement of pulmonary valve with biological valve prosthesis (procedure)	308665009	Replacement of pulmonary valve with biological valve prosthesis (procedure)
replacement of tricuspid valve with biologic valve prosthesis (procedure)	55253009	Replacement of tricuspid valve with biologic valve prosthesis (procedure)
replacing dentures (regime/therapy)	225100009	Replacing dentures (regime/therapy)
reprogramming of cardiac pacemaker (procedure)	233185009	Reprogramming of cardiac pacemaker (procedure)
requires a meningitis vaccination (finding)	170544002	Requires a meningitis vaccination (finding)
requires a tetanus booster (finding)	170537006	Requires a tetanus booster (finding)
requires polio vaccination (finding)	170539009	Requires polio vaccination (finding)
requires vaccination (finding)	723620004	Requires vaccination (finding)
residual cognitive deficit as late effect of cerebrovascular accident (disorder)	442212003	Residual cognitive deficit as late effect of cerebrovascular accident (disorder)
residual foreign body in soft tissue (disorder)	6058003	Residual foreign body in soft tissue (disorder)
residual schizophrenia (disorder)	26025008	Residual schizophrenia (disorder)
respiratory arrest (disorder)	87317003	Respiratory arrest (disorder)
respiratory crackles (finding)	48409008	Respiratory crackles (finding)
respiratory disease screening (procedure)	171228002	Respiratory disease screening (procedure)
respiratory distress (finding)	271825005	Respiratory distress (finding)
respiratory distress syndrome in the newborn (disorder)	46775006	Respiratory distress syndrome in the newborn (disorder)
respiratory failure (disorder)	409622000	Respiratory failure (disorder)
respiratory insufficiency (disorder)	409623005	Respiratory insufficiency (disorder)
respiratory obstruction (disorder)	79688008	Respiratory obstruction (disorder)
respiratory syncytial virus infection (disorder)	55735004	Respiratory syncytial virus infection (disorder)
respiratory tract infection (disorder)	275498002	Respiratory tract infection (disorder)
resting tremor (finding)	25082004	Resting tremor (finding)
restless legs syndrome (disorder)	32914008	Restless legs syndrome (disorder)
restrictive cardiomyopathy (disorder)	415295002	Restrictive cardiomyopathy (disorder)
restrictive cardiomyopathy secondary to infiltrations (disorder)	15544002	Restrictive cardiomyopathy secondary to infiltrations (disorder)
restrictive lung disease (disorder)	36485005	Restrictive lung disease (disorder)
retained dental root (disorder)	66569006	Retained dental root (disorder)
retained foreign body in eye (disorder)	82576008	Retained foreign body in eye (disorder)
retained placenta (disorder)	109894007	Retained placenta (disorder)
retained products after miscarriage (disorder)	275425008	Retained products after miscarriage (disorder)
retained products of conception, following delivery with hemorrhage (disorder)	44216000	Retained products of conception, following delivery with hemorrhage (disorder)
retention of urine (disorder)	267064002	Retention of urine (disorder)
reticulosarcoma (disorder)	373168002	Reticulosarcoma (disorder)
retinal deposits (disorder)	95689000	Retinal deposits (disorder)
retinal detachment (disorder)	42059000	Retinal detachment (disorder)
retinal disorder (disorder)	29555009	Retinal disorder (disorder)
retinal drusen (finding)	247153005	Retinal drusen (finding)
retinal edema (disorder)	6141006	Retinal edema (disorder)
retinal hemorrhage (disorder)	28998008	Retinal hemorrhage (disorder)
retinal lattice degeneration (disorder)	3577000	Retinal lattice degeneration (disorder)
retinal neovascularization (disorder)	61267008	Retinal neovascularization (disorder)
retinal scar (disorder)	66485003	Retinal scar (disorder)
retinal tear (disorder)	95690009	Retinal tear (disorder)
retinal vascular disorder (disorder)	57534004	Retinal vascular disorder (disorder)
retinitis pigmentosa (disorder)	28835009	Retinitis pigmentosa (disorder)
retinopathy due to diabetes mellitus (disorder)	4855003	Retinopathy due to diabetes mellitus (disorder)
retinopathy of prematurity (disorder)	415297005	Retinopathy of prematurity (disorder)
retinoschisis (disorder)	44268007	Retinoschisis (disorder)
retractile testis (disorder)	21779006	Retractile testis (disorder)
retraction of stoma (disorder)	236117001	Retraction of stoma (disorder)
retroperitoneal fibrosis (disorder)	49120005	Retroperitoneal fibrosis (disorder)
retroperitoneal lymphadenopathy (disorder)	127154008	Retroperitoneal lymphadenopathy (disorder)
retrosternal pain (finding)	4568003	Retrosternal pain (finding)
reversible ischemic neurologic deficit syndrome (disorder)	36179005	Reversible ischemic neurologic deficit syndrome (disorder)
review of medication (procedure)	182836005	Review of medication (procedure)
rhabdomyolysis (disorder)	240131006	Rhabdomyolysis (disorder)
rhabdomyosarcoma (disorder)	302847003	Rhabdomyosarcoma (disorder)
rhd negative (finding)	165746003	RhD negative (finding)
rhegmatogenous retinal detachment (disorder)	19620000	Rhegmatogenous retinal detachment (disorder)
rhesus isoimmunization affecting pregnancy (disorder)	44795003	Rhesus isoimmunization affecting pregnancy (disorder)
rheumatic aortic regurgitation (disorder)	78031003	Rheumatic aortic regurgitation (disorder)
rheumatic aortic stenosis (disorder)	72011007	Rheumatic aortic stenosis (disorder)
rheumatic aortic stenosis with regurgitation (disorder)	17759006	Rheumatic aortic stenosis with regurgitation (disorder)
rheumatic disease of tricuspid valve (disorder)	49699002	Rheumatic disease of tricuspid valve (disorder)
rheumatic fever (disorder)	58718002	Rheumatic fever (disorder)
rheumatic heart disease (disorder)	23685000	Rheumatic heart disease (disorder)
rheumatic mitral regurgitation (disorder)	31085000	Rheumatic mitral regurgitation (disorder)
